PC1,PC2,PC3,Close
-2.581971650286502,-3.150522293061773,-2.5791411790530656,5459.10009765625
-3.0947140417711796,-1.0310179180223005,-3.4749996342208846,5346.56005859375
-3.8192051865006325,1.3222160783798662,-0.17683859810074212,5344.16015625
-3.212793279234227,0.828218881194932,1.4041663606100647,5554.25
-2.678738851077097,-0.04064266790134025,1.5986927238189688,5634.60986328125
-2.2034016360753217,-0.5984612656643326,1.4584625156453686,5648.39990234375
-2.7249820986553206,1.8501401109884144,-0.6205964419283747,5408.419921875
-2.118074157000187,1.4966998961189306,0.6139730554889465,5626.02001953125
-1.5231519427028932,0.9288860030178309,0.8317309293382504,5702.5498046875
-1.011093340029048,0.08780984816399223,0.7173398518634581,5738.169921875
-0.5567507047568864,-0.47480214915747854,0.5769734506951593,5751.06982421875
-0.04405964842604825,-0.8683187842628939,0.8482093297615539,5815.02978515625
0.4760466012028841,-1.613360549725859,0.9026102601894902,5864.669921875
0.41524628189892876,-1.3887382894669094,0.17292757004357845,5808.1201171875
0.13111317103622985,-0.6387528453592463,-0.6639133702930524,5728.7998046875
1.0111367857921045,-0.41836363091283435,1.1460602132929336,5995.5400390625
0.8549275272153526,0.48558753138248195,0.20975724185974606,5870.6201171875
1.3535661492153563,-0.10739607154738758,0.5806118486054106,5969.33984375
1.8136558609928222,-0.8366878692071305,0.729758480968296,6032.3798828125
2.3834424494936455,-1.6029198149704935,0.8693642848598612,6090.27001953125
2.4064912726910013,-1.7265128507510894,0.31628867142813155,6051.08984375
2.057142987588261,0.03180000893722634,-0.4858091813070642,5930.85009765625
2.265151194681594,0.09230930134590656,-0.4428068055121569,5970.83984375
2.0698878075072984,0.4518049370001333,-0.8835732889080973,5942.47021484375
1.5326263634890418,1.840896546076005,-1.71034672759125,5827.0400390625
1.944910170520538,1.8710862615981945,-0.6629832141733728,5996.66015625
2.458212706919932,1.4014490009553247,-0.290009497393628,6101.240234375
2.3953792062703516,1.8075925948518272,-0.9859088499875273,6022.68017578125
