PC1,PC2,PC3,PC4,Close
3.2257685327577565,1.301332753071101,0.09262286029578269,-1.9193558421809767,252.3300018310547
3.2601244590216356,1.5036212203625243,0.1387007063808656,-1.8265198735560018,252.53640747070312
3.1448254556830033,0.9156061728225877,0.4033507287206441,-1.0743390915205309,252.2899932861328
3.1610096408607706,0.9994670451551534,0.4183755312708429,-0.9311455453929062,252.37989807128906
3.1793479046204927,1.1164243993126417,0.4847515472783779,-0.7846567175411624,252.5399932861328
3.204826707515456,1.161955994061853,0.5083402749254061,-0.6301305611392549,252.58999633789062
3.202035286419727,1.0456939324004924,0.3935379200209477,-0.5591731357356867,252.47500610351562
3.2202494039951435,1.0823715678111534,0.4183526964326502,-0.456053535074921,252.53030395507812
3.2375101814416976,1.2167645754619665,0.48245287352622795,-0.3288527935058496,252.6999053955078
3.256188783459717,1.3543364910385212,0.602594624797749,-0.1913049011802652,252.91000366210938
3.2692101348931133,1.4247967241743367,0.7217346893171962,-0.07874343703520005,253.0500030517578
3.289360258415099,1.50417116716459,0.7549658874522104,0.10322795790021358,253.14999389648438
3.2926309964988496,1.4452902519209063,0.689757540393761,0.20458528427840725,253.10000610351562
3.3152489334790975,1.5268846862520775,0.7917691852118823,0.3093208808185557,253.2449951171875
3.334559447695995,1.606138065959831,0.8533699164471095,0.45868124014735395,253.3699951171875
3.341327995001013,1.1666616007099595,0.5511280797518668,0.4450763808956798,253.05999755859375
3.3590713316987966,1.376355995187448,0.793976804276565,0.29940852815196706,253.41000366210938
3.374252986073226,0.9778044979099659,0.44380930217093584,0.19514276505679012,253.0399932861328
3.3912878227337933,0.97959324810442,0.28815146177357465,0.1596738112693506,253.0
3.4204601769023713,1.0677688032337778,0.22218327356411782,0.1465364408111661,253.06199645996094
3.433100094732913,0.9379971177853443,0.013378134266192408,0.06569602454688486,252.9199981689453
3.436593360940916,0.7132380358718006,-0.21096921491534004,-0.01045077028400775,252.7100067138672
3.449364603404351,0.7806409226189018,-0.14054152592647665,-0.03713563432220694,252.82000732421875
3.470360586200291,1.092490845759435,0.026218374991075898,-0.09230589692624458,253.16000366210938
3.4713550114457807,0.8626757366670317,-0.1530497049134662,-0.21404570481661542,252.94009399414062
3.4905758523007897,1.0610740031907337,-0.09009305472827529,-0.2275570611574971,253.14500427246094
3.496956458185274,1.0894662303013138,-0.19001397057098998,-0.2048316631872646,253.1300048828125
3.521758149854232,1.2336537917942703,-0.17315084947096365,-0.23239672310352438,253.25
3.528619259145859,1.1340935140514858,-0.3484014575481291,-0.26230842217819594,253.1300048828125
3.533544081259494,1.0307142961150495,-0.5322833905195236,-0.2883850156993154,253.00999450683594
3.5458341672128966,1.1309631992997906,-0.4891767595251954,-0.27518967066686767,253.11000061035156
3.537281906139452,0.8872684449178108,-0.658463625170243,-0.2921012147814077,252.9149932861328
3.5124052520248648,0.7938915696357728,-0.7812710170920716,-0.2587577896815727,252.83999633789062
3.513037357346643,0.756784901356874,-0.7344129836919964,-0.19821859479730944,252.85499572753906
3.51731097417991,0.8452994194931502,-0.6926086451044883,-0.11887798816379729,252.9364013671875
3.5341932270247933,1.0157568026580366,-0.6085182527782984,-0.12883484440767562,253.07000732421875
3.5515263125707826,1.135019516675295,-0.6352682872876558,-0.09212058608884661,253.1300048828125
3.551789703080877,1.1767780045221534,-0.7386505969409068,-0.09176932601373385,253.1199951171875
3.5654157444464687,1.2859507601720037,-0.6761977115752537,-0.09882410574296903,253.19949340820312
3.572507929003695,1.4385570842285902,-0.553499370064067,-0.07396686942110203,253.33079528808594
3.587173810651399,1.4627899968217173,-0.5438513217998605,-0.02435111366331007,253.33999633789062
3.589116830572854,1.198501820853991,-0.7885128899817897,-0.07017139795822004,253.1699981689453
3.6093987224424944,1.3038884411772256,-0.7708206272237063,-0.09481658456772009,253.22999572753906
3.620613917293498,1.506684733810957,-0.6035115874659839,-0.0821073116719537,253.39999389648438
3.615075349021989,1.2309782803721565,-0.8172149845908572,-0.10892741717701723,253.23019409179688
3.5962436222616665,0.9453065976034651,-1.0693206523266108,-0.15927093697735123,253.02999877929688
3.573459074870966,0.5084586963683105,-1.287817276285057,-0.1834698644192756,252.72000122070312
3.5477454959287607,0.44198076238638867,-1.3139101236216635,-0.1230515133587803,252.7100067138672
3.5186727084070233,0.32976142851637696,-1.3428149161426552,-0.04480250884758103,252.66749572753906
3.5265370858932825,0.5656949617408171,-1.137731138532806,-0.01896683895356854,252.83999633789062
3.5566798363757046,0.6343696821288437,-1.0798699589847838,-0.026304397428792533,252.88499450683594
3.5132874588528793,0.2382295072848005,-1.2535814959558502,-0.08622459128534996,252.61000061035156
3.3747761370523492,-0.3506823534485277,-1.47233304421223,-0.1354705706258803,252.1199951171875
3.4072555169148027,-0.04545753564036727,-0.9120456713007394,-0.3673535640859274,252.4550018310547
3.364246810125401,-0.3790040934284539,-1.0639505668935683,-0.466614521013786,252.10499572753906
3.3073975969577165,-0.4517114927926888,-1.1130005067124886,-0.4364641905845418,252.0738983154297
3.2606895701419387,-0.6039764522070311,-1.1628559433871015,-0.43248451474189065,251.9499969482422
3.217181843971861,-0.8139828525260785,-1.2314484838653834,-0.3949413606073811,251.75
3.2111074707962923,-0.2324738899813823,-0.7472400121097945,-0.3813140277435226,252.2689971923828
3.1932230489216806,-0.2820408072142967,-0.8277987762039634,-0.4048603153291836,252.1699981689453
3.1527723771251037,-0.7227308231193691,-0.9780351491820626,-0.5081182733551974,251.63999938964844
3.139733276111716,-0.5345511780826965,-0.6722605114940429,-0.48138148988564683,251.91000366210938
3.135614588212194,-0.35901084355482094,-0.510123303626578,-0.4329282823660838,252.10499572753906
3.119478492918432,-0.35234948016574547,-0.5637734975197044,-0.3520376656478659,252.07000732421875
3.0749434694490327,-0.6828546581212305,-0.6617883545939588,-0.402383305994876,251.6876983642578
3.0365777179850695,-0.7966209589045974,-0.6501916607513498,-0.3902232411597534,251.60499572753906
3.0347244476414366,-0.6218659460258271,-0.5045594507420721,-0.26675798918700716,251.7899932861328
3.0107992548247364,-0.7873830762860212,-0.6270562387669474,-0.2123240257611929,251.55979919433594
2.9893448056339573,-0.8725411315063859,-0.7025711900476018,-0.12077302504960888,251.4499969482422
2.9846944656705907,-0.43371438190312245,-0.37150412927979515,-0.09878068090808007,251.88999938964844
2.984093313961982,-0.40680679609528936,-0.49618574349682937,-0.04700090962396357,251.81849670410156
2.9460792292574163,-0.8864681047446591,-0.6572542237612197,-0.11333027299197102,251.21499633789062
2.937313227243695,-0.7356277458271068,-0.5013056390122307,-0.001979866432061918,251.4199981689453
2.937785566076531,-0.6943168068133732,-0.4829577077762195,0.09311197271164906,251.4600067138672
2.919512600556694,-0.9095041570031189,-0.6204427937273168,0.144230889730212,251.14999389648438
2.9159902434965432,-0.8854308700028952,-0.5723742699172096,0.23912969586044872,251.1999969482422
2.895982374165417,-0.8951766518633354,-0.6235186963427098,0.3622681923335857,251.17999267578125
2.8953617525843467,-0.8071311089258688,-0.5897255077040594,0.47109710757280415,251.25
2.8830731993392025,-0.8882628710157647,-0.692948906220848,0.5107612546357919,251.11239624023438
2.8837291461358356,-0.7074102753371683,-0.6033052456407271,0.5807597184949753,251.25
2.8944290732385727,-0.4624947782097453,-0.4845914299511664,0.5933926845886166,251.42999267578125
2.8942259668051165,-0.4634937695339905,-0.5897642795042408,0.5639206380161191,251.35000610351562
2.8897190238413675,-0.4432712965877744,-0.6623860701597045,0.5847836858925974,251.31500244140625
2.8660451283576736,-0.588387769316846,-0.744816787714034,0.5751542504999666,251.156005859375
2.8717204691145395,-0.19957815209478103,-0.48489707754373446,0.5805555897573853,251.47000122070312
2.870664298936502,-0.3556880793524897,-0.6353177223728683,0.5032776101718575,251.2550048828125
2.8836904114343316,-0.18521964597000715,-0.6018120483603036,0.510800216440383,251.36000061035156
2.8571008204625383,-0.6172824790946869,-0.7700416759958815,0.412428936812615,250.90170288085938
2.8311835670229852,-0.8086730217572919,-0.819481811380262,0.42287567943912524,250.71629333496094
2.7957846000025914,-0.967808578498484,-0.8732592759339727,0.4977559590664788,250.56919860839844
2.7446894910158797,-1.3253863217293531,-0.969216914264305,0.5348336230506501,250.14999389648438
2.733184515407838,-1.2888420003392587,-0.8468476912031807,0.6666421550829662,250.25
2.7034173655359997,-1.3930425271893785,-0.8950703877592644,0.8040401848078111,250.156005859375
2.6951147561319995,-1.2147511354212959,-0.719646669088234,0.9166771627880136,250.3300018310547
2.71254042551385,-0.8139562322204745,-0.4372215526961812,0.88391788533262,250.6699981689453
2.6777722767802556,-0.8002726630428058,-0.5328206291091283,0.8508833060498685,250.61000061035156
2.667499169674334,-0.851747291499239,-0.6138256095563847,0.8031915281632219,250.4949951171875
2.647203538691107,-1.1270730923800685,-0.7756345962112252,0.763054128385696,250.1199951171875
2.598714903661347,-1.3681301592476511,-0.8666742756891884,0.7582748065990409,249.82000732421875
2.5454690872763566,-1.6343243714343443,-0.9414889640899653,0.7895170758499545,249.48500061035156
2.530867082896409,-1.4551273021221027,-0.7582329729727393,0.9179855550575957,249.69000244140625
2.504674557051981,-1.4705496326933525,-0.7867535923425619,0.9966788471093055,249.67999267578125
2.4954018279684895,-1.2879170955288943,-0.6201766961759098,1.0760354577408464,249.85000610351562
2.502911186145858,-1.0937846049469997,-0.5467914776966081,1.1244947049413803,249.9799041748047
2.51311625198269,-0.917096781024017,-0.49490521373119545,1.1137315656152005,250.0800018310547
2.507816267041967,-0.9687952974781104,-0.6169637277936039,1.0487804698271443,249.92999267578125
2.504295090150632,-0.9314957453336398,-0.7274054256465841,1.0453331807730861,249.8800048828125
2.5111061280099114,-0.89963228894426,-0.7296343736021467,1.0374635035012296,249.8800048828125
2.5259958908802598,-0.4923239112260023,-0.509608551161898,0.9773988186676126,250.16000366210938
2.5533872890649154,-0.35849879333200424,-0.5502085277545505,0.9288173495478935,250.18499755859375
2.54842913857072,-0.610164571463371,-0.7655221042795738,0.8387551598951362,249.8699951171875
2.5369636084470817,-0.6434088771543057,-0.82502412715286,0.8328982307849078,249.80999755859375
