PC1,PC2,PC3,PC4,PC5,Close
-1.9121435391646737,0.5805648859597731,-0.6927254870773049,-2.505379020652849,-1.5305501082733175,1.9900000095367432
-1.8471719184745448,0.8122506318524838,-0.7772310342147302,-2.369442488112526,-1.5891462190599612,1.9950000047683716
-1.5336822009865525,0.07442343728918122,0.8078599848312702,-0.6566017427483323,-1.542417297888318,1.9900000095367432
-1.7017445481634856,-0.3460504342648413,0.8318073255847521,-0.7063349159548278,-1.4748213771308833,1.9800000190734863
-1.5844744906730703,0.10928536047829662,0.6875276405488178,-0.5102422529143129,-1.5405395390715197,1.9900000095367432
-1.5344950833445146,0.3235525472650987,0.5136172980861334,-0.4085516861094125,-1.6256634946852517,1.9950000047683716
-1.4470283801490744,0.5752506508797324,0.3232249660198587,-0.4063897398792446,-1.6362147892264267,2.0
-1.3071496152504702,0.9997459227832483,0.15072599098665995,-0.3347517900379791,-1.749417767945335,2.009999990463257
-1.3124441842441021,1.0362249951608582,-0.07499664495423479,-0.29944938319982134,-1.8337449036407993,2.009999990463257
-1.2231396165292392,1.2486137484140327,-0.1383063022144223,-0.23934499641539228,-1.8649419988205416,2.014400005340576
-1.290463707481405,1.0480355072653693,-0.2011825457405828,-0.283218544754813,-1.8751997889964165,2.009999990463257
-1.2235101964314716,1.25031008040364,-0.3030133443578314,-0.17702367554347642,-1.9498580541554094,2.015000104904175
-1.2026396704625502,1.2578726657084205,-0.3557111758970619,-0.10999437308231186,-1.9816849398560779,2.015000104904175
-1.125626963936823,1.418211512427941,-0.42146386002140857,0.008678800629442507,-2.0402834852724356,2.0190999507904053
-0.983857197421642,1.6484750508006047,-0.4239864422776027,0.1380837129960638,-2.044158907445384,2.0250000953674316
-1.2815732244465778,0.6966930935299049,-0.2491660786856043,-0.38479804023068587,-1.82899333187683,2.005000114440918
-1.272780889572462,0.7744554013074515,-0.3765814150529189,-0.3911094750449435,-1.8560789480065278,2.007699966430664
-1.2130397498319117,0.852606866385962,-0.4676349776130821,-0.4010083916647375,-1.8000197757797467,2.009960889816284
-1.3687294470031521,0.43679115934809687,-0.3922531489646203,-0.7109007510501154,-1.7392373195014337,2.0
-1.3221164185499987,0.60526731485293,-0.5473947539689812,-0.6471326247033979,-1.777811341256866,2.005000114440918
-1.267350741215456,0.7888879000441315,-0.6878550698596233,-0.579735285195105,-1.822856054701358,2.009999990463257
-1.2808902272109561,0.7826779353591948,-0.7941082303689554,-0.5860615124440864,-1.8352077289403514,2.009999990463257
-1.212641096999107,0.9748963248172826,-0.8763331169227917,-0.4740453502784857,-1.904070076860393,2.015000104904175
-1.1774931119581291,0.9632103219666347,-0.8715431636671265,-0.4331935266707584,-1.9072517626124685,2.015000104904175
-1.1685115181166439,0.9211151700624027,-0.9623345672874218,-0.3105046610309211,-1.9315322539438828,2.015000104904175
-1.1066212185775086,0.8912643048781107,-0.8863435839617796,-0.20831982080620098,-1.8752970059835175,2.015000104904175
-1.00431912974527,1.091197513580213,-0.8724518677860794,0.010527415554661464,-1.9429557163670057,2.0199999809265137
-1.0224452780284334,0.9880075743660092,-0.8762818583861038,0.13036435644183658,-1.9720717350161292,2.0190000534057617
