PC1,PC2,PC3,PC4,PC5,Close
-0.5629623717219366,0.5581366531882745,-1.344623187153426,-1.5013109615783262,-1.1889028921071254,131.30999755859375
-0.41582497745852287,0.7230797339734916,-1.4235209885709053,-1.5705388282364434,-1.0771545880840474,131.47000122070312
-0.5482378479966119,0.3559486542603139,-0.9366773705495409,-1.0530082784161703,-0.9344819429781328,131.1199951171875
-0.4527540223588549,0.5264225353387434,-1.0717937239674558,-1.0353826618485893,-0.8488140933513616,131.3000946044922
-0.3522258704933414,0.712329275616615,-1.1122810114216093,-1.011539267148741,-0.7717634355242635,131.4600067138672
-0.2349466761989554,0.9066189052354611,-1.157967934753271,-0.956059026343469,-0.6718929158983141,131.6199951171875
-0.1666382670867584,0.9752982042093387,-1.1908570567934278,-0.8467804044806897,-0.5710133184100371,131.65499877929688
-0.03037110695256511,1.2595934549004788,-1.143307412735319,-0.8100111578234687,-0.4683169443403587,131.8699951171875
0.012602655587763224,1.3108079675642044,-1.124387219655395,-0.6330226168294002,-0.3942528745610541,131.86000061035156
0.19654957103778842,1.7419715747971238,-1.0531747815842918,-0.6267989662108354,-0.2945297224867801,132.22410583496094
0.2382293565654856,1.7690346062668845,-0.9751486737144593,-0.44676946959092806,-0.248644682885047,132.18499755859375
0.32645363443215736,1.83008591477849,-0.9777003709330733,-0.2732240506173495,-0.12635424619546806,132.1999969482422
0.34707651887828406,1.7903895745062273,-0.9522610978540775,-0.07070777303901814,-0.05385501215555914,132.16000366210938
0.42080529176630105,1.8883768870212785,-0.9027015914416744,0.04484094482758726,0.04003949892084986,132.22360229492188
0.5672018109801554,2.176647868919622,-0.8494826185376624,0.11454588379225204,0.15401487801542274,132.47000122070312
0.4694103669582428,1.7841678484751997,-0.6416305424067049,0.37393914039948495,0.14377937663508572,132.25039672851562
0.6293682653079893,2.1168956602879145,-0.5567245372023524,0.2661393337200812,0.1648592015184725,132.57000732421875
0.5489106725458971,1.7230884382136242,-0.4201692274636859,0.44419643341111303,0.11593768525701827,132.33999633789062
0.5348272702608757,1.553251073182959,-0.4464738278098813,0.4997407381082127,0.0759042154115741,132.27000427246094
0.5657450500476336,1.4829619401745568,-0.513154360954436,0.5323016947952314,0.10422662041960436,132.27000427246094
0.449261919839538,1.0486793643392336,-0.4742334625739258,0.6000923767735358,0.01065543829347995,132.05999755859375
0.3794744771049969,0.7739668283433954,-0.5558040665411836,0.6276320666655774,-0.04793084947985126,131.9600067138672
0.4226252388300527,0.7762965305315078,-0.6826787573328923,0.5044359161636783,-0.08229002008730456,132.0500030517578
0.5160496633395595,0.9560884211767521,-0.7853579316721027,0.38954245600085446,-0.07090142511919036,132.24000549316406
0.5053275522595867,0.8798754097153494,-0.8220632285909862,0.3730561247313424,-0.12674853433242458,132.22000122070312
0.5987658164888473,1.0476276595401195,-0.9522079665024238,0.3292636103229979,-0.08068842430892523,132.38499450683594
0.6098906512727469,0.9871680646965671,-1.0613105904539657,0.4011223407872383,-0.06502005897896442,132.3699951171875
0.6264975212564771,0.9405825103022967,-1.1621037801289336,0.3819320417359924,-0.06625697266387236,132.3699951171875
0.608243871077582,0.8252040551527614,-1.2677544126021423,0.4134869205199221,-0.08004310908626265,132.33999633789062
0.4364202053600652,0.32570692992525024,-1.1965004727524244,0.4645028038110687,-0.20250625833821365,132.1199951171875
0.35956364411574604,0.13500120953799588,-1.1987757358134148,0.5141297674669462,-0.2246847839845129,132.0500030517578
0.222940442505349,-0.1459613032231991,-0.9481152135829863,0.5642188075974249,-0.29811667535043,131.89500427246094
0.2480195344531824,-0.06172566709043213,-0.9437514045729352,0.5887926537761622,-0.2135355334485297,131.96499633789062
0.14655525035820824,-0.2902011969446413,-0.841325497075859,0.7215834474716644,-0.2048432192193461,131.84620666503906
0.20092423771674253,-0.11836378384559493,-0.9196731224782964,0.6926954816038019,-0.12626565774810725,131.9600067138672
0.327289639533335,0.23102955674693462,-1.045454442532442,0.5322337963625614,-0.09220423772651162,132.17990112304688
0.2029203678830755,-0.10814860396062953,-1.0222318939018606,0.589907458478475,-0.15714884889548347,132.0
0.15584793365561428,-0.18810300735380925,-1.0624901989776534,0.6087759187085126,-0.19043699561804506,131.97000122070312
0.21662026199056056,-0.021132451674529828,-1.1566988314336941,0.548304602479266,-0.1426470597779828,132.0800018310547
0.19511779201591198,-0.05257135283645,-1.224140117618189,0.5833186146223646,-0.1456985376893343,132.07000732421875
0.2136090336688601,-0.04439931314855722,-1.3229902504085929,0.5787494418727346,-0.10630181112967885,132.08999633789062
0.1333892871090654,-0.26168880147096824,-1.3186890394690687,0.6654445686911966,-0.1356243857707716,131.99000549316406
0.18749159939092222,-0.12640158908955157,-1.3328188835070436,0.6393241499376133,-0.0606884287007746,132.05999755859375
0.28499613605930757,0.12089671000075723,-1.4278268619951293,0.51632613324216,-0.018952313429157708,132.19500732421875
0.3336441607029101,0.2043463289926989,-1.5133633948539225,0.4419569082840165,-0.006675863747906468,132.2449951171875
0.2377086388738781,-0.06557443680589989,-1.5265752257511338,0.5062015915076097,-0.08377944463024184,132.1300048828125
0.03756317407894894,-0.5491919963316967,-1.2956650700092491,0.6427156249062608,-0.1919017619942397,131.8699951171875
0.08954020004006513,-0.4150520733835857,-1.322785969773733,0.6312736082378321,-0.09922192925373573,131.9499969482422
0.038651376189772865,-0.4763609103855322,-1.2925654194051803,0.7453510302718384,-0.09834994846360984,131.9149932861328
0.10367340491791636,-0.3389826383415882,-1.3177507113590616,0.6774436261294609,-0.010552890608248608,131.99000549316406
0.07499006216676866,-0.36071690846015286,-1.3350932458917715,0.697197133082388,-0.06435669306036065,131.97999572753906
0.18077894317880158,-0.2041059365664601,-1.316498610007033,0.44288912087401133,-0.00507247201337113,132.06500244140625
-0.08763859886905544,-0.5954403771607144,-1.154240744168984,0.6113185746887049,-0.38696708279650954,131.83999633789062
0.31976949915637687,0.6267375647563027,-1.009214370665059,0.043529497155299066,-0.32340942347599483,132.5399932861328
0.11405051036812316,0.1179737336781891,-0.6027021740949314,0.10946914219610639,-0.5137856511169002,132.14999389648438
0.2917388694259048,0.6267274435206233,-0.5618681071543127,-0.05612695528807502,-0.4674736792199502,132.53500366210938
0.28179108232799155,0.6025796879141616,-0.45451636763522923,0.018078885671240618,-0.4941957684053415,132.4600067138672
0.06991393477288872,0.016805168796469358,-0.23489245103520137,0.021828922102872815,-0.6829532934438995,132.0
0.16178113634834745,0.2215466058915734,-0.38344891115155605,-0.08765232227145028,-0.6400963728237336,132.22999572753906
0.09477688139842987,0.012484543661139479,-0.4097253164141553,-0.05794500723829269,-0.6878376383328503,132.0800018310547
-0.021425498968032614,-0.2923948331254453,-0.3552788151037041,-0.03184823125727149,-0.7756390518519017,131.8444061279297
0.12510805650246842,0.08777421741373727,-0.4756777157541161,-0.23929167528859366,-0.752997965685104,132.22000122070312
0.28814260587329676,0.5203868714497816,-0.49404716924874786,-0.4032128007473251,-0.7430882103850208,132.6199951171875
0.4117069030802794,0.8040708516526043,-0.5037470981757641,-0.42881199465680947,-0.7070308427166694,132.84519958496094
0.38481054596820446,0.7061975151457354,-0.42816742424102683,-0.3166831037440499,-0.7451471279509931,132.69000244140625
0.27796625360157795,0.35409522926476683,-0.3535047414603235,-0.22740495910091957,-0.8119144023368434,132.3699951171875
0.4434957994228885,0.6577113795445724,-0.38706372756626495,-0.35881939435484295,-0.7248172901419214,132.71499633789062
0.4947960228452438,0.6714139315028412,-0.4724417335388814,-0.30255010092180545,-0.6561611200454438,132.72500610351562
0.5061677701845618,0.6353728868735905,-0.48585452475126395,-0.20231075536194684,-0.6483315593202403,132.67990112304688
0.6331496797925933,0.9098969033117077,-0.5516640268731325,-0.2026273832052138,-0.5779803864881851,132.9499969482422
0.6253681064401295,0.7945789303739307,-0.571046295449693,-0.05321904681135848,-0.5539661119693015,132.83999633789062
0.5821132147669974,0.6259309808904712,-0.5605262503530686,0.023516448317408168,-0.624785791781262,132.7100067138672
0.5442182108216141,0.4382760234691179,-0.5879709088595287,0.042237171478851844,-0.6887263150393806,132.60000610351562
0.6206923039102106,0.5796291963789688,-0.6788946721958165,-0.05712559533690904,-0.6841747046142566,132.77499389648438
0.5956526697649351,0.4000740570791719,-0.7334879636082836,0.0008012719935474488,-0.7137965802754953,132.6699981689453
0.6345041017925684,0.42599037739585666,-0.8270633928238149,-0.07348781557660002,-0.7205304828212209,132.74000549316406
